,model_name,model,params,accuracy,precision,recall,f1_score,roc_auc,pr_auc,lift,accuracy_cv,precision_cv,recall_cv,f1_score_cv,roc_auc_cv,pr_auc_cv,lift_cv
0,LGB_Tune0,LightGBM,"LGBMClassifier(colsample_bytree=0.8581932657694165, gamma=8.56505647411899,
               learning_rate=0.1950476987562569, max_depth=4,
               min_child_weight=14.36883991032417, n_estimators=171,
               random_state=42, reg_alpha=5.386034073699192,
               reg_lambda=4.679583254588046, subsample=0.7731265684794933,
               verbose=-1)",0.9668785282855,0.3333333333333333,0.019441069258809233,0.03673938002296211,0.8365976562120416,0.17108535154163512,10.259619279060347,0.9684465061192261,0.4573376623376624,0.024515466563984085,0.0465132048008335,0.8356593081850591,0.1663134589359415,14.563644103724965
1,LGB_Tune1,LightGBM,"LGBMClassifier(colsample_bytree=0.7473544452539491, gamma=5.827689625216124,
               learning_rate=0.01775978568630371, max_depth=7,
               min_child_weight=1.792143263478896, n_estimators=241,
               random_state=42, reg_alpha=7.360670389291238,
               reg_lambda=9.952420075323236, subsample=0.7067111318353659,
               verbose=-1)",0.9675101654099719,0.0,0.0,0.0,0.8287221808297873,0.15902365075776848,,0.9686439005132254,0.7,0.0018862987865683287,0.0037617554858934165,0.8312708014187724,0.1658923616203337,
